OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
2258,0,2258,2,2258,0,15,2258,,,,,,,,,,,,,,,,,,,,,,,,2258,36,47,21000,1,3.6047E+11,Block Group 1,G5030,S,56565,0,40.6265362,-74.0063247,15000US360470210001,0.009989331,6.02045E-06,4202,15000US360470210001,124,-1,40,-1,4202,15000US360470210001,515,98,74,52,22,28,42,45,20,22,15,18,26,24,14,22,31,42,20,26,26,23,65,54,97,62,14,18,38,38,4,12,8,16,94.24777961,706.8583471
2259,1,2259,2,2259,0,15,2259,5/8/2017 0:00,11:16,BROOKLYN,11219,40.632584,-74.00631,"(40.632584, -74.00631)",61 STREET,FORT HAMILTON PARKWAY, ,Unspecified, , , , ,3666367,BICYCLE, , , , ,1,109,2259,36,47,11800,1,3.6047E+11,Block Group 1,G5030,S,86626,0,40.6342409,-74.0088323,15000US360470118001,0.017552429,9.2209E-06,3963,15000US360470118001,132,-1,39,-1,3963,15000US360470118001,328,61,31,27,31,27,8,10,48,32,17,19,12,14,10,12,10,12,42,42,20,20,46,29,24,21,14,16,10,15,4,13,2,9,94.24777961,706.8583471
2260,0,2260,2,2260,0,15,2260,,,,,,,,,,,,,,,,,,,,,,,,2260,36,47,21200,2,3.6047E+11,Block Group 2,G5030,S,59434,0,40.6282574,-74.0045345,15000US360470212002,0.010237989,6.32593E-06,4208,15000US360470212002,98,-1,32,-1,4208,15000US360470212002,360,93,38,32,4,11,38,34,20,20,46,37,18,23,20,25,22,33,4,11,14,23,28,31,42,45,37,34,19,22,0,11,12,18,94.24777961,706.8583471
2261,0,2261,4,2261,0,15,2261,,,,,,,,,,,,,,,,,,,,,,,,2261,36,47,9800,3,3.6047E+11,Block Group 3,G5030,S,37756,0,40.642551,-74.0075972,15000US360470098003,0.008380731,4.01955E-06,3927,15000US360470098003,112,-1,34,-1,3927,15000US360470098003,450,101,71,48,27,32,70,53,39,37,10,22,31,34,6,15,31,33,14,23,35,34,36,38,35,38,17,23,18,23,8,16,2,12,94.24777961,706.8583471
2262,0,2262,2,2262,0,15,2262,,,,,,,,,,,,,,,,,,,,,,,,2262,36,47,10400,1,3.6047E+11,Block Group 1,G5030,S,56594,0,40.6362499,-74.0069783,15000US360470104001,0.009993996,6.0244E-06,3939,15000US360470104001,116,-1,34,-1,3939,15000US360470104001,455,100,50,45,29,40,18,22,26,27,25,30,26,40,21,23,22,30,10,16,52,44,72,62,50,42,49,41,0,11,6,14,0,11,94.24777961,706.8583471
2263,0,2263,2,2263,0,15,2263,,,,,,,,,,,,,,,,,,,,,,,,2263,36,47,18200,2,3.6047E+11,Block Group 2,G5030,S,98214,0,40.6115063,-74.0033372,15000US360470182002,0.013738732,1.0451E-05,4132,15000US360470182002,200,-1,72,-1,4132,15000US360470182002,597,74,42,26,26,24,21,22,45,33,44,32,46,27,14,23,23,25,24,22,19,20,68,38,92,54,50,36,20,20,36,31,28,20,94.24777961,706.8583471
2264,0,2264,2,2264,0,15,2264,,,,,,,,,,,,,,,,,,,,,,,,2264,36,47,28600,3,3.6047E+11,Block Group 3,G5030,S,20972,0,40.5987718,-74.0019271,15000US360470286003,0.006078344,2.2312E-06,4421,15000US360470286003,43,-1,22,-1,4421,15000US360470286003,450,118,46,44,87,72,6,16,47,40,10,22,6,16,10,22,22,38,24,32,38,44,68,70,57,50,18,28,0,11,10,22,0,11,94.24777961,706.8583471
2265,1,2265,2,2265,0,15,2265,10/17/2012 0:00,13:30,BROOKLYN,11220,40.6383155,-74.0066225,"(40.6383155, -74.0066225)",55 STREET,8 AVENUE, ,Unspecified,Unspecified, , , ,130720,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,874,2265,36,47,10600,1,3.6047E+11,Block Group 1,G5030,S,56621,0,40.6384903,-74.0046472,15000US360470106001,0.009994638,6.02751E-06,3942,15000US360470106001,123,-1,36,-1,3942,15000US360470106001,542,120,60,48,18,24,48,50,42,64,60,45,33,38,20,28,27,36,51,47,10,15,62,52,70,58,15,24,10,20,6,14,11,23,94.24777961,706.8583471
2266,0,2266,2,2266,0,15,2266,,,,,,,,,,,,,,,,,,,,,,,,2266,36,47,27800,2,3.6047E+11,Block Group 2,G5030,S,91881,0,40.6058245,-74.0023644,15000US360470278002,0.013024733,9.77634E-06,4395,15000US360470278002,124,-1,45,-1,4395,15000US360470278002,434,71,32,26,36,38,21,20,12,22,34,27,22,26,3,10,24,22,14,20,58,40,42,31,36,30,32,29,30,27,16,20,24,26,94.24777961,706.8583471
2267,6,2267,2,2267,0,15,2267,7/9/2017 0:00,13:50, ,NA,40.647903,-74.007416,"(40.647903, -74.007416)",45 STREET, , ,Aggressive Driving/Road Rage,Unspecified, , , ,3707626,BICYCLE, , , , ,6,54,2267,36,47,9600,4,3.6047E+11,Block Group 4,G5030,S,37638,0,40.6472404,-74.0063054,15000US360470096004,0.008373212,4.00712E-06,3924,15000US360470096004,114,-1,39,-1,3924,15000US360470096004,524,110,26,23,14,18,36,44,47,51,40,35,47,42,42,42,9,20,12,18,54,50,46,39,46,38,37,30,6,14,47,40,18,26,94.24777961,706.8583471
2268,0,2268,1,2268,0,15,2268,,,,,,,,,,,,,,,,,,,,,,,,2268,36,47,19600,2,3.6047E+11,Block Group 2,G5030,S,75336,0,40.6225848,-74.0050572,15000US360470196002,0.013509387,8.01786E-06,4167,15000US360470196002,117,-1,41,-1,4167,15000US360470196002,425,100,32,37,34,41,21,28,47,43,0,11,48,51,13,14,7,12,0,11,42,43,37,44,64,49,46,28,4,7,7,11,23,27,94.24777961,706.8583471
2269,2,2269,3,2269,0,15,2269,4/24/2014 0:00,13:33,BROOKLYN,11220,40.6353045,-74.0061683,"(40.6353045, -74.0061683)",9 AVENUE,58 STREET, ,Unspecified,Unspecified, , , ,324743,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,598,2269,36,47,10400,1,3.6047E+11,Block Group 1,G5030,S,56594,0,40.6362499,-74.0069783,15000US360470104001,0.009993996,6.0244E-06,3939,15000US360470104001,119,-1,35,-1,3939,15000US360470104001,491,101,51,45,29,42,12,18,38,37,44,42,42,46,14,19,18,26,10,16,57,47,68,57,40,35,48,43,12,22,7,15,0,11,94.24777961,706.8583471
2270,0,2270,1,2270,0,15,2270,,,,,,,,,,,,,,,,,,,,,,,,2270,36,47,28200,2,3.6047E+11,Block Group 2,G5030,S,53790,0,40.6022359,-74.0031175,15000US360470282002,0.010425565,5.723E-06,4408,15000US360470282002,88,-1,27,-1,4408,15000US360470282002,335,72,13,14,28,35,20,23,18,30,36,40,11,18,43,44,35,43,7,10,0,11,63,58,26,31,10,16,12,20,7,11,6,10,94.24777961,706.8583471
2271,0,2271,2,2271,0,15,2271,,,,,,,,,,,,,,,,,,,,,,,,2271,36,47,18200,2,3.6047E+11,Block Group 2,G5030,S,98214,0,40.6115063,-74.0033372,15000US360470182002,0.013738732,1.0451E-05,4132,15000US360470182002,200,-1,72,-1,4132,15000US360470182002,597,74,42,26,26,24,21,22,45,33,44,32,46,27,14,23,23,25,24,22,19,20,68,38,92,54,50,36,20,20,36,31,28,20,94.24777961,706.8583471
2272,2,2272,3,2272,0,15,2272,2/19/2017 0:00,18:00, ,NA,40.644897,-74.00696,"(40.644897, -74.00696)",48 STREET, , ,Driver Inattention/Distraction,Unspecified, , , ,3618052,PASSENGER VEHICLE,BICYCLE, , , ,2,138,2272,36,47,9600,3,3.6047E+11,Block Group 3,G5030,S,37682,0,40.6461213,-74.0074689,15000US360470096003,0.008375346,4.01176E-06,3923,15000US360470096003,114,-1,36,-1,3923,15000US360470096003,458,101,27,34,71,55,32,36,29,36,48,37,34,35,33,33,15,21,3,13,29,33,48,40,43,40,11,19,18,24,8,14,8,14,94.24777961,706.8583471
2273,0,2273,2,2273,0,15,2273,,,,,,,,,,,,,,,,,,,,,,,,2273,36,47,18800,1,3.6047E+11,Block Group 1,G5030,S,87103,0,40.6180554,-74.002182,15000US360470188001,0.014825489,9.26962E-06,4145,15000US360470188001,118,-1,48,-1,4145,15000US360470188001,374,64,26,26,26,24,26,25,7,10,10,14,8,14,6,10,22,25,18,20,47,28,41,27,32,26,29,18,22,26,30,26,23,20,94.24777961,706.8583471
2274,0,2274,4,2274,0,15,2274,,,,,,,,,,,,,,,,,,,,,,,,2274,36,47,28200,3,3.6047E+11,Block Group 3,G5030,S,27408,0,40.6016201,-74.0019649,15000US360470282003,0.008712086,2.91608E-06,4409,15000US360470282003,65,-1,31,-1,4409,15000US360470282003,433,97,40,39,57,44,29,32,34,34,8,16,10,16,25,28,24,32,5,14,40,44,47,46,41,38,18,25,17,21,18,22,19,31,94.24777961,706.8583471
2275,0,2275,1,2275,0,15,2275,,,,,,,,,,,,,,,,,,,,,,,,2275,36,47,21400,2,3.6047E+11,Block Group 2,G5030,S,91220,0,40.6322572,-74.0043028,15000US360470214002,0.012909657,9.70965E-06,4214,15000US360470214002,143,-1,37,-1,4214,15000US360470214002,278,43,0,11,31,25,5,9,23,25,19,19,0,11,11,12,8,10,16,12,39,30,62,34,17,16,20,20,13,17,9,15,5,7,94.24777961,706.8583471
2276,0,2276,3,2276,0,15,2276,,,,,,,,,,,,,,,,,,,,,,,,2276,36,47,18800,2,3.6047E+11,Block Group 2,G5030,S,88110,0,40.6169071,-74.0032916,15000US360470188002,0.016132312,9.3766E-06,4146,15000US360470188002,157,-1,54,-1,4146,15000US360470188002,408,63,11,13,23,20,26,28,34,33,7,13,13,17,27,24,14,16,6,16,32,28,45,29,37,23,40,28,40,28,31,36,22,16,94.24777961,706.8583471
2277,0,2277,2,2277,0,15,2277,,,,,,,,,,,,,,,,,,,,,,,,2277,36,47,17800,1,3.6047E+11,Block Group 1,G5030,S,69556,0,40.6083113,-74.0036147,15000US360470178001,0.014494194,7.40119E-06,4120,15000US360470178001,189,-1,58,-1,4120,15000US360470178001,440,68,50,36,20,18,24,23,40,28,28,18,19,20,16,18,2,10,3,10,37,30,63,42,52,32,32,25,10,10,42,36,2,8,94.24777961,706.8583471
2278,1,2278,1,2278,0,15,2278,10/18/2016 0:00,14:10,BROOKLYN,11214,40.608746,-74.0034863,"(40.608746, -74.0034863)",BAY 16 STREET,85 STREET, ,Unspecified, , , , ,3543117,BICYCLE, , , , ,1,181,2278,36,47,17800,1,3.6047E+11,Block Group 1,G5030,S,69556,0,40.6083113,-74.0036147,15000US360470178001,0.014494194,7.40119E-06,4120,15000US360470178001,177,-1,53,-1,4120,15000US360470178001,437,66,51,40,31,26,19,19,45,32,44,26,28,29,8,11,0,11,0,11,46,37,43,34,45,31,23,24,4,7,50,46,0,11,94.24777961,706.8583471
2279,0,2279,1,2279,0,15,2279,,,,,,,,,,,,,,,,,,,,,,,,2279,36,47,18200,2,3.6047E+11,Block Group 2,G5030,S,98214,0,40.6115063,-74.0033372,15000US360470182002,0.013738732,1.0451E-05,4132,15000US360470182002,197,-1,74,-1,4132,15000US360470182002,782,93,79,47,38,37,29,33,53,47,88,54,67,39,29,35,35,38,26,31,19,20,97,55,108,68,52,35,9,16,45,36,8,12,94.24777961,706.8583471
2280,2,2280,3,2280,0,15,2280,1/13/2015 0:00,19:00,BROOKLYN,11219,40.6292468,-74.0052995,"(40.6292468, -74.0052995)",11 AVENUE,64 STREET, ,Unspecified,Unspecified,Unspecified, , ,3152793,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE, , ,2,459,2280,36,47,21200,2,3.6047E+11,Block Group 2,G5030,S,59434,0,40.6282574,-74.0045345,15000US360470212002,0.010237989,6.32593E-06,4208,15000US360470212002,127,-1,41,-1,4208,15000US360470212002,486,95,44,36,32,27,42,35,38,31,65,47,19,21,43,38,15,26,11,17,27,30,58,42,32,36,34,35,19,22,0,11,8,16,94.24777961,706.8583471
2281,1,2281,2,2281,0,15,2281,4/20/2015 0:00,20:10,BROOKLYN,11220,40.6418837,-74.0064968,"(40.6418837, -74.0064968)",7 AVENUE,51 STREET, ,Unspecified,Unspecified, , , ,3205906,PASSENGER VEHICLE,BICYCLE, , , ,1,432,2281,36,47,9800,3,3.6047E+11,Block Group 3,G5030,S,37756,0,40.642551,-74.0075972,15000US360470098003,0.008380731,4.01955E-06,3927,15000US360470098003,126,-1,35,-1,3927,15000US360470098003,478,96,56,46,34,38,78,53,50,44,10,21,18,23,8,18,42,42,4,12,46,34,39,42,28,28,30,33,32,34,0,11,4,13,94.24777961,706.8583471
2282,0,2282,3,2282,0,15,2282,,,,,,,,,,,,,,,,,,,,,,,,2282,36,47,28600,3,3.6047E+11,Block Group 3,G5030,S,20972,0,40.5987718,-74.0019271,15000US360470286003,0.006078344,2.2312E-06,4421,15000US360470286003,43,-1,22,-1,4421,15000US360470286003,435,117,75,60,70,59,9,17,31,30,18,32,9,17,7,19,35,43,16,25,44,49,56,54,42,40,12,23,0,11,7,18,4,13,94.24777961,706.8583471
2283,1,2283,4,2283,0,15,2283,7/9/2012 0:00,18:50,BROOKLYN,11214,40.6134753,-74.0037783,"(40.6134753, -74.0037783)",16 AVENUE,80 STREET, ,Failure to Yield Right-of-Way,Unspecified, , , ,121471,PASSENGER VEHICLE,BICYCLE, , , ,1,944,2283,36,47,18200,1,3.6047E+11,Block Group 1,G5030,S,67253,0,40.6138519,-74.0017235,15000US360470182001,0.010796367,7.15677E-06,4131,15000US360470182001,156,-1,56,-1,4131,15000US360470182001,466,69,27,23,26,24,19,21,30,26,26,22,40,28,13,21,14,18,21,22,26,25,58,38,53,36,38,28,25,24,28,27,21,19,94.24777961,706.8583471
2284,1,2284,3,2284,0,15,2284,10/27/2013 0:00,23:20,BROOKLYN,11219,40.633084,-74.0055664,"(40.633084, -74.0055664)",60 STREET,FORT HAMILTON PARKWAY, ,Unspecified,Unspecified, , , ,133802,PASSENGER VEHICLE,BICYCLE, , , ,1,652,2284,36,47,11600,3,3.6047E+11,Block Group 3,G5030,S,33583,0,40.634165,-74.0057833,15000US360470116003,0.007898732,3.57483E-06,3959,15000US360470116003,110,-1,33,-1,3959,15000US360470116003,337,76,36,35,30,33,5,11,37,28,25,28,17,24,9,13,15,22,28,32,29,30,48,39,24,27,21,26,7,14,3,12,2,10,94.24777961,706.8583471
2285,0,2285,3,2285,0,15,2285,,,,,,,,,,,,,,,,,,,,,,,,2285,36,47,21000,1,3.6047E+11,Block Group 1,G5030,S,56565,0,40.6265362,-74.0063247,15000US360470210001,0.009989331,6.02045E-06,4202,15000US360470210001,108,-1,36,-1,4202,15000US360470210001,444,88,52,39,26,30,30,34,20,25,10,16,30,28,17,22,21,31,16,22,28,29,53,44,75,49,18,23,30,33,12,15,7,13,94.24777961,706.8583471
2286,0,2286,1,2286,0,15,2286,,,,,,,,,,,,,,,,,,,,,,,,2286,36,47,18200,2,3.6047E+11,Block Group 2,G5030,S,98214,0,40.6115063,-74.0033372,15000US360470182002,0.013738732,1.0451E-05,4132,15000US360470182002,197,-1,74,-1,4132,15000US360470182002,782,93,79,47,38,37,29,33,53,47,88,54,67,39,29,35,35,38,26,31,19,20,97,55,108,68,52,35,9,16,45,36,8,12,94.24777961,706.8583471
2287,0,2287,3,2287,0,15,2287,,,,,,,,,,,,,,,,,,,,,,,,2287,36,47,17800,1,3.6047E+11,Block Group 1,G5030,S,69556,0,40.6083113,-74.0036147,15000US360470178001,0.014494194,7.40119E-06,4120,15000US360470178001,161,-1,56,-1,4120,15000US360470178001,579,84,64,50,26,25,16,21,41,37,44,30,34,26,12,19,13,21,14,20,40,33,70,47,101,62,44,35,19,20,34,31,7,15,94.24777961,706.8583471
2288,0,2288,3,2288,0,15,2288,,,,,,,,,,,,,,,,,,,,,,,,2288,36,47,10600,3,3.6047E+11,Block Group 3,G5030,S,37679,0,40.6401003,-74.0065593,15000US360470106003,0.008371653,4.01119E-06,3944,15000US360470106003,100,-1,31,-1,3944,15000US360470106003,474,122,54,47,12,20,51,53,46,59,40,34,31,41,16,23,18,28,43,46,19,25,57,49,57,56,10,20,6,17,6,14,7,19,94.24777961,706.8583471
2289,2,2289,3,2289,0,15,2289,10/23/2013 0:00,16:15,BROOKLYN,11228,40.6231452,-74.0044777,"(40.6231452, -74.0044777)",13 AVENUE,70 STREET, ,Unspecified,Unspecified, , , ,143764,PASSENGER VEHICLE,BICYCLE, , , ,2,655,2289,36,47,19600,2,3.6047E+11,Block Group 2,G5030,S,75336,0,40.6225848,-74.0050572,15000US360470196002,0.013509387,8.01786E-06,4167,15000US360470196002,126,-1,40,-1,4167,15000US360470196002,509,102,49,41,20,29,39,45,44,38,22,27,18,24,21,25,26,33,26,34,50,44,64,53,72,54,20,18,23,27,2,11,13,21,94.24777961,706.8583471
2290,5,2290,4,2290,0,15,2290,6/30/2017 0:00,15:00, ,NA,40.648464,-74.00683,"(40.648464, -74.00683)",5 AVENUE, , ,Unspecified, , , , ,3702330,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,5,60,2290,36,47,9600,4,3.6047E+11,Block Group 4,G5030,S,37638,0,40.6472404,-74.0063054,15000US360470096004,0.008373212,4.00712E-06,3924,15000US360470096004,86,-1,32,-1,3924,15000US360470096004,424,82,36,27,34,26,28,34,29,36,24,26,24,27,21,27,20,24,13,20,52,43,26,28,41,36,22,22,10,15,30,30,14,22,94.24777961,706.8583471
2291,1,2291,2,2291,0,15,2291,6/10/2017 0:00,11:15,BROOKLYN,11220,40.635868,-74.00559,"(40.635868, -74.00559)",57 STREET,9 AVENUE, ,Driver Inattention/Distraction,Unspecified, , , ,3690939,BICYCLE, , , , ,1,83,2291,36,47,10400,1,3.6047E+11,Block Group 1,G5030,S,56594,0,40.6362499,-74.0069783,15000US360470104001,0.009993996,6.0244E-06,3939,15000US360470104001,146,-1,42,-1,3939,15000US360470104001,560,98,54,42,29,40,18,22,50,46,46,40,49,46,16,21,15,18,15,18,60,46,77,56,48,33,54,42,18,27,11,18,0,11,94.24777961,706.8583471
2292,0,2292,4,2292,0,15,2292,,,,,,,,,,,,,,,,,,,,,,,,2292,36,47,27800,2,3.6047E+11,Block Group 2,G5030,S,91881,0,40.6058245,-74.0023644,15000US360470278002,0.013024733,9.77634E-06,4395,15000US360470278002,111,-1,37,-1,4395,15000US360470278002,400,76,24,25,29,32,22,22,22,28,26,26,20,28,12,18,26,29,10,15,45,38,36,33,42,36,21,23,33,32,17,19,14,18,94.24777961,706.8583471
2293,1,2293,2,2293,0,15,2293,9/4/2013 0:00,22:00,BROOKLYN,11220,40.6454575,-74.0063674,"(40.6454575, -74.0063674)",6 AVENUE,47 STREET, ,Unspecified,Unspecified, , , ,158806,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,693,2293,36,47,9600,3,3.6047E+11,Block Group 3,G5030,S,37682,0,40.6461213,-74.0074689,15000US360470096003,0.008375346,4.01176E-06,3923,15000US360470096003,88,-1,34,-1,3923,15000US360470096003,425,98,24,33,70,54,18,27,28,34,50,38,34,32,50,44,0,11,5,14,28,32,38,32,48,46,6,18,9,16,6,13,10,17,94.24777961,706.8583471
2294,1,2294,3,2294,0,15,2294,7/22/2017 0:00,10:50,BROOKLYN,11228,40.620136,-74.00403,"(40.620136, -74.00403)",73 STREET,14 AVENUE, ,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified, , , ,3716100,PASSENGER VEHICLE,BICYCLE, , , ,1,45,2294,36,47,19000,3,3.6047E+11,Block Group 3,G5030,S,90282,0,40.6197185,-74.001384,15000US360470190003,0.014591445,9.60807E-06,4149,15000US360470190003,120,-1,46,-1,4149,15000US360470190003,381,68,29,29,24,27,26,24,7,11,7,13,5,13,15,19,20,23,23,25,46,31,38,27,46,34,22,15,20,24,34,26,19,19,94.24777961,706.8583471
2295,0,2295,3,2295,0,15,2295,,,,,,,,,,,,,,,,,,,,,,,,2295,36,47,28600,3,3.6047E+11,Block Group 3,G5030,S,20972,0,40.5987718,-74.0019271,15000US360470286003,0.006078344,2.2312E-06,4421,15000US360470286003,44,-1,20,-1,4421,15000US360470286003,430,114,41,41,58,52,19,30,36,33,7,18,4,14,22,31,14,29,16,25,45,52,63,69,56,55,24,32,0,11,7,18,16,30,94.24777961,706.8583471
2296,2,2296,1,2296,0,15,2296,10/16/2016 0:00,16:10,BROOKLYN,11219,40.6328342,-74.005152,"(40.6328342, -74.005152)",60 STREET,10 AVENUE, ,Unspecified,Unspecified, , , ,3541790,PASSENGER VEHICLE,BICYCLE, , , ,2,182,2296,36,47,21400,2,3.6047E+11,Block Group 2,G5030,S,91220,0,40.6322572,-74.0043028,15000US360470214002,0.012909657,9.70965E-06,4214,15000US360470214002,143,-1,37,-1,4214,15000US360470214002,278,43,0,11,31,25,5,9,23,25,19,19,0,11,11,12,8,10,16,12,39,30,62,34,17,16,20,20,13,17,9,15,5,7,94.24777961,706.8583471
2297,0,2297,2,2297,0,15,2297,,,,,,,,,,,,,,,,,,,,,,,,2297,36,47,28200,2,3.6047E+11,Block Group 2,G5030,S,53790,0,40.6022359,-74.0031175,15000US360470282002,0.010425565,5.723E-06,4408,15000US360470282002,70,-1,26,-1,4408,15000US360470282002,288,68,28,28,33,34,36,30,9,20,21,25,16,19,24,26,18,27,4,10,8,14,38,38,15,18,14,22,6,16,16,18,3,10,94.24777961,706.8583471
2298,0,2298,1,2298,0,15,2298,,,,,,,,,,,,,,,,,,,,,,,,2298,36,47,18200,2,3.6047E+11,Block Group 2,G5030,S,98214,0,40.6115063,-74.0033372,15000US360470182002,0.013738732,1.0451E-05,4132,15000US360470182002,197,-1,74,-1,4132,15000US360470182002,782,93,79,47,38,37,29,33,53,47,88,54,67,39,29,35,35,38,26,31,19,20,97,55,108,68,52,35,9,16,45,36,8,12,94.24777961,706.8583471
2299,0,2299,2,2299,0,15,2299,,,,,,,,,,,,,,,,,,,,,,,,2299,36,47,29200,1,3.6047E+11,Block Group 1,G5030,S,150289,0,40.597132,-74.0007017,15000US360470292001,0.011586392,6.85051E-06,4441,15000US360470292001,96,-1,40,-1,4441,15000US360470292001,400,86,92,62,26,28,29,26,6,13,22,32,9,14,15,18,38,37,16,18,46,42,36,26,22,26,14,18,12,19,0,11,18,22,94.24777961,706.8583471
2300,0,2300,1,2300,0,15,2300,,,,,,,,,,,,,,,,,,,,,,,,2300,36,47,18800,2,3.6047E+11,Block Group 2,G5030,S,88110,0,40.6169071,-74.0032916,15000US360470188002,0.016132312,9.3766E-06,4146,15000US360470188002,160,-1,59,-1,4146,15000US360470188002,552,86,12,12,5,7,67,61,41,35,0,11,19,23,50,39,28,28,17,25,54,36,42,27,57,36,45,38,53,35,49,54,13,14,94.24777961,706.8583471
2301,0,2301,4,2301,0,15,2301,,,,,,,,,,,,,,,,,,,,,,,,2301,36,47,9800,3,3.6047E+11,Block Group 3,G5030,S,37756,0,40.642551,-74.0075972,15000US360470098003,0.008380731,4.01955E-06,3927,15000US360470098003,108,-1,32,-1,3927,15000US360470098003,424,91,59,46,32,34,58,43,36,34,20,30,20,24,19,22,28,33,15,21,36,31,28,34,28,27,25,30,16,23,0,11,2,12,94.24777961,706.8583471
2302,0,2302,1,2302,0,15,2302,,,,,,,,,,,,,,,,,,,,,,,,2302,36,47,28600,3,3.6047E+11,Block Group 3,G5030,S,20972,0,40.5987718,-74.0019271,15000US360470286003,0.006078344,2.2312E-06,4421,15000US360470286003,54,-1,23,-1,4421,15000US360470286003,452,119,12,19,31,50,0,11,65,46,20,32,13,21,21,34,0,11,35,39,28,33,70,78,99,73,37,46,0,11,21,33,0,11,94.24777961,706.8583471
2303,0,2303,2,2303,0,15,2303,,,,,,,,,,,,,,,,,,,,,,,,2303,36,47,21200,2,3.6047E+11,Block Group 2,G5030,S,59434,0,40.6282574,-74.0045345,15000US360470212002,0.010237989,6.32593E-06,4208,15000US360470212002,149,-1,47,-1,4208,15000US360470212002,591,98,54,43,48,35,28,24,46,37,98,65,26,26,64,52,12,24,14,20,40,39,73,47,30,32,34,37,13,16,0,11,12,18,94.24777961,706.8583471
2304,0,2304,1,2304,0,15,2304,,,,,,,,,,,,,,,,,,,,,,,,2304,36,47,17800,1,3.6047E+11,Block Group 1,G5030,S,69556,0,40.6083113,-74.0036147,15000US360470178001,0.014494194,7.40119E-06,4120,15000US360470178001,177,-1,53,-1,4120,15000US360470178001,437,66,51,40,31,26,19,19,45,32,44,26,28,29,8,11,0,11,0,11,46,37,43,34,45,31,23,24,4,7,50,46,0,11,94.24777961,706.8583471
2305,0,2305,2,2305,0,15,2305,,,,,,,,,,,,,,,,,,,,,,,,2305,36,47,18200,1,3.6047E+11,Block Group 1,G5030,S,67253,0,40.6138519,-74.0017235,15000US360470182001,0.010796367,7.15677E-06,4131,15000US360470182001,112,-1,39,-1,4131,15000US360470182001,334,64,12,20,26,22,18,20,16,19,8,10,34,30,12,18,5,11,18,21,33,30,50,37,15,18,26,20,30,28,20,24,14,17,94.24777961,706.8583471
2306,0,2306,3,2306,0,15,2306,,,,,,,,,,,,,,,,,,,,,,,,2306,36,47,21200,2,3.6047E+11,Block Group 2,G5030,S,59434,0,40.6282574,-74.0045345,15000US360470212002,0.010237989,6.32593E-06,4208,15000US360470212002,103,-1,36,-1,4208,15000US360470212002,423,84,38,33,20,22,24,23,23,27,41,33,38,37,28,31,13,24,6,13,23,30,36,32,52,40,30,32,24,27,12,15,15,18,94.24777961,706.8583471
2307,0,2307,3,2307,0,15,2307,,,,,,,,,,,,,,,,,,,,,,,,2307,36,47,28600,3,3.6047E+11,Block Group 3,G5030,S,20972,0,40.5987718,-74.0019271,15000US360470286003,0.006078344,2.2312E-06,4421,15000US360470286003,82,-1,35,-1,4421,15000US360470286003,417,97,66,47,28,35,19,21,26,24,21,32,10,16,17,23,25,28,22,25,40,39,47,43,47,42,22,27,8,16,7,18,12,18,94.24777961,706.8583471
2308,1,2308,2,2308,0,15,2308,11/19/2016 0:00,3:11,BROOKLYN,11220,40.6394354,-74.0054588,"(40.6394354, -74.0054588)",8 AVENUE,53 STREET, ,Unspecified,Unspecified, , , ,3563868,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,168,2308,36,47,10600,3,3.6047E+11,Block Group 3,G5030,S,37679,0,40.6401003,-74.0065593,15000US360470106003,0.008371653,4.01119E-06,3944,15000US360470106003,87,-1,28,-1,3944,15000US360470106003,439,126,47,46,8,19,46,51,50,58,54,40,21,36,24,29,10,22,28,37,24,30,48,46,45,52,4,11,10,20,10,16,11,23,94.24777961,706.8583471
